Districts,latitude,longitude,Name,State,Country
"azamgarh,uttar pradesh",26.023639,83.0293105,Jnv Azamgarh Jiyanpur    ,Uttar Pradesh,India
"badaun,uttar pradesh",28.0649367,79.043832,Jnv Badaun Nagpur    ,Uttar Pradesh,India
"bagpat,uttar pradesh",28.943802,77.219402,Jnv Bagpat Sarfabad    ,Uttar Pradesh,India
"baharaich,uttar pradesh",27.9892785,81.5950298,Jnv Baharaich Kirtanpur    ,Uttar Pradesh,India
"ballia,uttar pradesh",25.8749594,84.1210329,Jnv Ballia Sinhachawar    ,Uttar Pradesh,India
"balrampur,uttar pradesh",27.4476988,82.3956245,Jnv Balrampur Ghooghulpur    ,Uttar Pradesh,India
"banda,uttar pradesh",25.4438537,80.5595237,Jnv Banda Duredi    ,Uttar Pradesh,India
"barabanki,uttar pradesh",26.9421406,81.3856087,Jnv Barabanki Sonikpur    ,Uttar Pradesh,India
"bareilly,uttar pradesh",28.4582344,79.4047452,Jnv Bareilly Rathabad    ,Uttar Pradesh,India
"basti,uttar pradesh",26.8387083,82.5350919,Jnv Basti Rudhauli    ,Uttar Pradesh,India
"bijnore,uttar pradesh",29.373449,78.13501,Jnv Bijnore Saindwar    ,Uttar Pradesh,India
"bulandshahar,uttar pradesh",28.5246712,77.5996529,Jnv Bulandshahar Buklana    ,Uttar Pradesh,India
"chandauli,uttar pradesh",25.125695,83.2494601,Jnv Chandauli Bairath    ,Uttar Pradesh,India
"chitrakoot,uttar pradesh",25.2171389,81.1045927,Jnv Chitrakoot Manikpur    ,Uttar Pradesh,India
"deoria,uttar pradesh",26.4239911,83.7638578,Jnv Deoria Mehra Purwa  ,Uttar Pradesh,India
"etah,uttar pradesh",27.5550357,78.5992221,Jnv Etah Begaur    ,Uttar Pradesh,India
"etawah,uttar pradesh",26.7155629,79.0917098,Jnv Etawah Sambon    ,Uttar Pradesh,India
"farrukhabad,uttar pradesh",27.4362002,79.4894778,Jnv Farrukhabad Rohilla    ,Uttar Pradesh,India
"fatehpur,uttar pradesh",25.8348023,80.9154547,Jnv Fatehpur Sarkandi    ,Uttar Pradesh,India
"firozabad,uttar pradesh",27.1941954,78.4604956,Jnv Firozabad Guraiya Soyalpur  ,Uttar Pradesh,India
"gautam budh nagar,uttar pradesh",28.4492122,77.5281018,Jnv Gautam Budh Nagar Dhoom,Uttar Pradesh,India
"ghaziabad,uttar pradesh",28.7749966,77.4586967,Jnv Ghaziabad Amirpur    ,Uttar Pradesh,India
"ghazipur,uttar pradesh",25.6034862,83.5075888,Jnv Ghazipur Gora Bazar  ,Uttar Pradesh,India
"gonda,uttar pradesh",27.1103723,81.9238906,Jnv Gonda Mankapur    ,Uttar Pradesh,India
"gorakhpur,uttar pradesh",26.6677977,83.3642334,Jnv Gorakhpur Jungle Agahi  ,Uttar Pradesh,India
"hamirpur,uttar pradesh",25.75,80,Jnv Hamirpur Rath Sarsai  ,Uttar Pradesh,India
"hardoi,uttar pradesh",27.3369978,80.0998232,Jnv Hardoi Itara Pihani  ,Uttar Pradesh,India
"hathras,uttar pradesh",27.5724324,78.1116209,Jnv Hathras Agsauli    ,Uttar Pradesh,India
"j.p. nagar,uttar pradesh",27.2141797,77.9884153,Jnv Jp Nagar Baseda Taga,Uttar Pradesh,India
"jalaun,uttar pradesh",26.1048633,79.3919136,Jnv Jalaun Orai    ,Uttar Pradesh,India
"jaunpur,uttar pradesh",25.7967065,82.4888992,Jnv Jaunpur Mariahu    ,Uttar Pradesh,India
"jhansi,uttar pradesh",25.529855,78.6527802,Jnv Jhansi Baruasagar    ,Uttar Pradesh,India
"kannauj,uttar pradesh",26.9986675,79.6927946,Jnv Kannauj Anaugi    ,Uttar Pradesh,India
"kanpur dehat,uttar pradesh",26.4585639,79.8548052,Jnv Kanpur Dehat Jalalpur  ,Uttar Pradesh,India
"kanpur nagar,uttar pradesh",26.4410107,80.2652803,Jnv Kanpur Nagar Sarsaul  ,Uttar Pradesh,India
"kasganj,uttar pradesh",27.7888527,78.8229701,Jnv Kasganj Tharachitra    ,Uttar Pradesh,India
"kaushambi,uttar pradesh",25.5342456,81.4493567,Jnv Kaushambi Tewa    ,Uttar Pradesh,India
"kushinagar,uttar pradesh",26.7438272,83.9162322,Jnv Kushinagar Milki Rasulpur  ,Uttar Pradesh,India
"lakhimpur kheri,uttar pradesh",28.1834228,80.7131272,Jnv Lakhimpur Kheri Mitauli  ,Uttar Pradesh,India
"lalitpur,uttar pradesh",24.6999688,78.51862,Jnv Lalitpur Dailwara    ,Uttar Pradesh,India
"lucknow,uttar pradesh",26.8381,80.9346001,Jnv Lucknow Pipersand    ,Uttar Pradesh,India
"maharajganj,uttar pradesh",27.0936024,83.5660681,Jnv Maharajganj Dhanewa Dhanei  ,Uttar Pradesh,India
"mahoba,uttar pradesh",25.3615938,79.706011,Jnv Mahoba Rath    ,Uttar Pradesh,India
"mainpuri,uttar pradesh",27.2093072,79.0625369,Jnv Mainpuri Bhongaon    ,Uttar Pradesh,India
"mathura,uttar pradesh",27.4955539,77.6855554,Jnv Mathura Paigaon Kosi  ,Uttar Pradesh,India
"mau,uttar pradesh",26.0390904,83.4985846,Jnv Mau Mahuar    ,Uttar Pradesh,India
"meerut,uttar pradesh",29.0018557,77.7679671,Jnv Meerut Sardhana    ,Uttar Pradesh,India
"mirzapur,uttar pradesh",24.9316896,82.6280163,Jnv Mirzapur Patehara Kalan  ,Uttar Pradesh,India
"moradabad,uttar pradesh",28.8796553,78.8095335,Jnv Moradabad Kalewala    ,Uttar Pradesh,India
"muzaffarnagar,uttar pradesh",29.4496978,77.7429333,Jnv Muzaffarnagar Baghra    ,Uttar Pradesh,India
"hapur,uttar pradesh",28.7166767,77.890433,Jnv Hapur Mela Road  ,Uttar Pradesh,India
"pilibhit,uttar pradesh",28.4947158,80.1076122,Jnv Pilibhit Bisalpur    ,Uttar Pradesh,India
"pratapgarh,uttar pradesh",25.75,81.75,Jnv Pratapgarh Narainpur    ,Uttar Pradesh,India
"prayagraj (allahabad),uttar pradesh",25.4381302,81.8338005,Jnv Prayagraj Allahabad Meja Khas,Uttar Pradesh,India
"raebareli,uttar pradesh",26.2086768,81.2186298,Jnv Raebareli Bawan Bujurg  ,Uttar Pradesh,India
"rampur,uttar pradesh",28.7934728,79.1845806,Jnv Rampur Kira Shahbad  ,Uttar Pradesh,India
"saharanpur,uttar pradesh",29.9856799,77.5040646,Jnv Saharanpur Murzapur    ,Uttar Pradesh,India
"sambhal (badaun),uttar pradesh",28.2039194,79.0591933,Jnv Sambhal Badaun Rasoolpur  ,Uttar Pradesh,India
"sant kabir nagar,uttar pradesh",26.755082,83.0398545,Jnv Sant Kabir Nagar Jagdishpur,Uttar Pradesh,India
"sant ravidas nagar,uttar pradesh",25.3574077,82.5002953,Jnv Sant Ravidas Nagar Gyanpur,Uttar Pradesh,India
"shahjahanpur,uttar pradesh",27.9128583,79.7476254,Jnv Shahjahanpur Hathora Buzurg  ,Uttar Pradesh,India
"shamli (prabudh nagar ),uttar pradesh",29.439179,77.306983,Jnv Shamli Prabudh Nagar Uchasam,Uttar Pradesh,India
"shrawasti,uttar pradesh",27.507692,82.02821,Jnv Shrawasti Samharpurwa    ,Uttar Pradesh,India
"siddharth nagar,uttar pradesh",27.2752892,83.0675485,Jnv Siddharth Nagar Basantpur  ,Uttar Pradesh,India
"sitapur-i,uttar pradesh",27.5615568,80.6840082,Jnv Sitapur I Khairabad  ,Uttar Pradesh,India
"sitapur-ii,uttar pradesh",27.5615568,80.6840082,Jnv Sitapur Ii Dhanipur  ,Uttar Pradesh,India
"sonebhadra,uttar pradesh",24.33993,83.050781,Jnv Sonebhadra Bahuar    ,Uttar Pradesh,India
"sultanpur-ii,uttar pradesh",26.2588602,82.0716893,Jnv Sultanpur Ii Amiliya Fikra,Uttar Pradesh,India
"unnao,uttar pradesh",26.5673264,80.6198193,Jnv Unnao Kalimitti Rajivpuram  ,Uttar Pradesh,India
"varanasi,uttar pradesh",25.3356491,83.0076292,Jnv Varanasi Gajokhar    ,Uttar Pradesh,India
"almora,uttarakhand",29.7026509,79.4326318,Jnv Almora Tarikhet    ,Uttarakhand,India
"bageshwar,uttarakhand",30.0087902,79.9280183,Jnv Bageshwar Simar    ,Uttarakhand,India
"chamoli,uttarakhand",30.4985956,79.6190537,Jnv Chamoli Pipalkoti    ,Uttarakhand,India
"champawat,uttarakhand",29.235032,80.1023068,Jnv Champawat Latoli    ,Uttarakhand,India
"dehradun,uttarakhand",30.3255646,78.0436813,Jnv Dehradun Shankarpur    ,Uttarakhand,India
"haridwar,uttarakhand",29.9384473,78.1452985,Jnv Haridwar Roshnabad    ,Uttarakhand,India
"nainital,uttarakhand",29.3905295,79.460869,Jnv Nainital Gangarkot    ,Uttarakhand,India
"pauri garhwal,uttarakhand",29.8473168,78.7070479,Jnv Pauri Garhwal Jaiharikhal  ,Uttarakhand,India
"pithrogarh,uttarakhand",30.132027,79.205327,Jnv Pithrogarh Marsolibhat    ,Uttarakhand,India
"rudraprayag,uttarakhand",30.4915835,79.0366067,Jnv Rudraprayag Bansu    ,Uttarakhand,India
"tehri garhwal,uttarakhand",30.4658181,78.4837349,Jnv Tehri Garhwal Pokhal  ,Uttarakhand,India
"udham singh nagar,uttarakhand",29.0478313,79.4326164,Jnv Udham Singh Nagar Rudrapur,Uttarakhand,India
"uttarkashi,uttarakhand",30.9635733,78.6362521,Jnv Uttarkashi Dhungir    ,Uttarakhand,India
"alipurdwar,west bengal",26.523315,89.534485,Jnv Alipurdwar Purba Chakchaka  ,West Bengal,India
"bankura,west bengal",23.132377,87.2081925,Jnv Bankura Kalapathar    ,West Bengal,India
"birbhum,west bengal",24.0621532,87.6982823,Jnv Birbhum Gopalpur    ,West Bengal,India
"burdhman,west bengal",23.250197,87.869378,Jnv Burdhman Bidhan Nagar  ,West Bengal,India
"cooch behar,west bengal",26.2559197,89.4201143,Jnv Cooch Behar Toofanganj  ,West Bengal,India
"darjeeling,west bengal",27.0377554,88.263176,Jnv Darjeeling Chhabbisay Mirik  ,West Bengal,India
"east medinipur,west bengal",22.2864402,87.9181378,Jnv East Medinipur Kapaseria  ,West Bengal,India
"hooghly,west bengal",22.9099402,88.0120825,Jnv Hooghly Dihibhagnan Arambagh  ,West Bengal,India
"howrah,west bengal",22.5736296,88.3251045,Jnv Howrah Gangadharpur    ,West Bengal,India
"jalpaiguri (new),west bengal",26.6828552,88.4424796,Jnv Jalpaiguri New Nagarkata  ,West Bengal,India
"malda,west bengal",25.0057449,88.1398483,Jnv Malda Malda    ,West Bengal,India
"murshidabad,west bengal",24.1745993,88.2721335,Jnv Murshidabad Berhampore    ,West Bengal,India
"nadia,west bengal",23.4847374,88.5567067,Jnv Nadia Banipur    ,West Bengal,India
"north 24 parganas,west bengal",22.6926815,88.6625795,Jnv North 24 Parganas Banipr,West Bengal,India
"purulia,west bengal",23.2020967,86.3228988,Jnv Purulia Dabar Balrampur  ,West Bengal,India
"south 24 parganas-1,west bengal",22.6180871,88.412251,Jnv South 24 Parganas  ,West Bengal,India
"s.24 parganas-2,west bengal",22.5994556,88.4722454,Jnv S24 Parganas 2 Jibantala,West Bengal,India
"north dinajpur,west bengal",26.2617405,88.1891867,Jnv North Dinajpur Dalkhola  ,West Bengal,India
"south dinajpur,west bengal",26.2596535,88.1869372,Jnv South Dinajpur Mangalpur  ,West Bengal,India
"west medinipur,west bengal",22.2788943,87.9222786,Jnv West Medinipur Muradanga  ,West Bengal,India
